,text,like,love,care,haha,wow,sad,angry
646,"祝各位單身狗光棍節快樂。
11.11 good luck & all the best to all bachelors
【怎麼辦 My Skanky Girlfriend】Shorts：https://bit.ly/3D9Ov0w

【怎麼辦 My Skanky Girlfriend】Youtube 高清版MV：https://youtu.be/sCHoPgrnytE
【怎麼辦 My Skanky Girlfriend】數位音樂下載 Online Music Download：https://lnk.to/4Pk2v2xz
【怎麼辦 My Skanky Girlfriend】動態歌詞版：https://youtu.be/98EUJp7RFnE

-

黃明志2021最新實體專輯【鬼才做音樂】11月已經發行，今天馬上訂購！Namewee's latest music album of 2021 [Ghosician] is officially released, get your copy now at: https://bit.ly/3BM4IIe

Namewee 黃明志 NFT 平台 :
https://opensea.io/NAMEWEE4896

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志 #怎麼辦 #shorts",3302,32,17,836,17,7,1
647,"藝術歸藝術，政治歸政治，苓膏龜苓膏
有人說藝人不要去干預政治 ...

我想問，趙薇，范冰冰，周子瑜，KPOP明星，還有那些所謂的“娘砲”歌手，他們有干預政治嗎？有批評到政府嗎？請問他們現在怎樣了？

我看政治才不要來干預娛樂和藝術創作...",54241,814,243,5187,49,16,12
648,"WTF... Weenomenon? 新英文單詞嗎？
我從來沒有想跟任何歌手比較，比贏了有錢拿嗎？
https://www.ptt.cc/bbs/Gossiping/M.1636278453.A.F58.html

-

《玻璃心 Fragile》Youtube 高清版MV：https://bit.ly/30GjD9j

The Making Of《玻璃心 Fragile》幕後花絮 Youtube高清版 : https://youtu.be/TTd7M9QjM3M

《玻璃心 Fragile》影片分析 Youtube 高清版 : https://youtu.be/oX3D9HTc7I8

《玻璃心 Fragile》數位音樂下載 Online Music Download：https://lnk.to/fragilepink

《玻璃心 Fragile》動態歌詞版 Youtube高清版 : https://youtu.be/835J6hwj_S8

《玻璃心 Fragile》Shorts 高清版：https://youtu.be/PdoGtBQFtbg

《玻璃心 Fragile》幕後花絮 Shorts 高清版：https://youtu.be/lFghyBIjsO0

-

黃明志2021最新實體專輯【鬼才做音樂】11月已經發行，今天馬上訂購！Namewee's latest music album of 2021 [Ghosician] is officially released, get your copy now at: https://bit.ly/3BM4IIe

Namewee 黃明志 NFT 平台 :
https://opensea.io/NAMEWEE4896

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志",1519,13,4,441,24,2,0
649,"吊，叫我“志哥”，不要只是“志”
我就教你怎樣做人

Ps.看不懂的人，代表你們沒有實力，不是成功人士，而且也沒有店放你門的名字...",27273,119,81,12904,108,12,8
650,"看到留言有一點傻眼... 如果你有去了解NFT的話，就知道這不可能是“廣告”或“業配”，因為這項技術並不是什麼產品，它就只是一個可以讓藝術創作者販賣作品的地方。
而且我不是在上面“炒幣”，就只是單純把自己辛辛苦苦做出來的作品賣個好價錢而已，這是藝術創作者應該得到的回報。至於有本事拿這些作品去炒作十倍賺大錢的人，那就是他們的本事了。

至於那些說我賺“仇中錢”的人，我解釋很多次了我沒有仇恨過中國。而且這一次買家大部分都來自中國，你覺得他們會那麼笨嗎？

另外我有提到，我不會把這些虛擬貨幣轉換成現金來對抗世界銀行。如果我“偷偷”這樣做的話，其實全部人都看得到，這種事情在區塊鏈上是沒有秘密的，是完全沒辦法“騙”的。況且我也沒有必要cash out，我相信未來的世界都是用虛擬貨幣交易的。

所以雖然現在我“好像”很有錢，但這些錢我會讓它永遠的流傳在區快鏈上。等未來虛擬幣真正流通的時候再看要買什麼投資什麼，或拿去幫助什麼人吧... 我還是乖乖地回去寫歌寫劇本，還有準備接下來的拍攝工作，等一下的晚餐也是要自己煮，反正日子還是要過...

提醒一下各位大老闆，下個星期天中午12點我會推出【飆高音NFT】，限量20首，賣完不會再有。有興趣投資的可以到我的NFT https://opensea.io/NAMEWEE4896

希望大家多多支持藝術創作者。我要去煮飯了。

Tokok 104 Youtube高清版：https://bit.ly/3ETPbY2",25018,246,166,298,155,1,5
651,"今天中午我推出了nft，和這集TOKOK。結果三個小時就把歌曲賣完了，一覺醒來我變成了大富翁... 老實說我有一點不知所措。但我承諾過這筆錢我一定不會把它轉換成現金，無論賺了多少，它將會永遠在虛擬世界裡面流通。對抗世界銀行！

下個星期日我會推出飆高音的NFT，中午12點準時發售，限量20首，不會再推出！

搞藝術很不容易，感謝大家用行動支持藝術創作者，也祝各位幣圈的朋友發大財。

Tokok 104 Youtube高清版：https://bit.ly/3ETPbY2

Namewee 黃明志 NFT 平台 : https://opensea.io/NAMEWEE4896

-

黃明志2021最新實體專輯【鬼才做音樂】11月已經發行，今天馬上訂購！Namewee's latest music album of 2021 [Ghosician] is officially released, get your copy now at: https://bit.ly/3BM4IIe

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志 #Tokok104",11511,109,37,73,85,3,9
652,"TOKOK Long time no see! Today I want to show you how I against the banks of the world...
各位使用虛擬貨幣的朋友看過來！這一集不是業配，也不是廣告。我只是覺得NFT這個東西很熱血。其實說穿了，我們一直以來只不過是一群在為國家銀行工作的韭菜而已。或許區塊鏈將會成為未來世界的趨勢，有人說他現在就已經是了。畢竟各國的政府根本管不到，就連中共政府都封殺不了...

Namewee 黃明志 NFT 平台 : https://opensea.io/NAMEWEE4896

Tokok 104 Youtube高清版：https://bit.ly/3ETPbY2

-

黃明志2021最新實體專輯【鬼才做音樂】11月已經發行，今天馬上訂購！Namewee's latest music album of 2021 [Ghosician] is officially released, get your copy now at: https://bit.ly/3BM4IIe

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志 #Tokok104",12329,136,43,154,53,13,23
653,"Thanks for the support from the world!
這是【玻璃心】後台數據前三十個最多觀看次數的國家。前五名不意外，但後面那些國家...請問發生什麼事嗎？

-

《玻璃心 Fragile》Youtube 高清版MV：https://bit.ly/30GjD9j

The Making Of《玻璃心 Fragile》幕後花絮 Youtube高清版 : https://youtu.be/TTd7M9QjM3M

《玻璃心 Fragile》影片分析 Youtube 高清版 : https://youtu.be/oX3D9HTc7I8

《玻璃心 Fragile》數位音樂下載 Online Music Download：https://lnk.to/fragilepink

《玻璃心 Fragile》動態歌詞版 Youtube高清版 : https://youtu.be/835J6hwj_S8

《玻璃心 Fragile》Shorts 高清版：https://youtu.be/PdoGtBQFtbg

《玻璃心 Fragile》幕後花絮 Shorts 高清版：https://youtu.be/lFghyBIjsO0

-

黃明志2021最新實體專輯【鬼才做音樂】11月正式發行，今天開始預購！Namewee's latest music album of 2021 [Ghosician] will be officially released in November, and Pre-order has starts now! https://bit.ly/3BM4IIe

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志 #陳芳語 #KimberleyChen #玻璃心 #Fragile",18674,215,104,4357,94,1,9
654,"最近頻道裡來了很多世界各國的新朋友。歡迎光臨黃明志的創作世界探索好料...🤓
這是黃明志所有歷年創作歌曲的“動態歌詞”playlist，分享給各位想練唱或不想看MV的朋友們。
但如果有看MV的話，你會發現有些事情跟你想象的不一樣...
https://bit.ly/3q8EPj9

-

《流浪狗 The Stray》Youtube 高清版MV：https://youtu.be/iKUwMUjavP4

The Making Of 《流浪狗 The Stray》幕後花絮 Youtube 高清版 : https://youtu.be/_8BFrMMyjRQ

數位音樂下載 Online Music Download《流浪狗 The Stray》：https://lnk.to/TheStray

黃明志2021最新實體專輯【鬼才做音樂】11月正式發行，今天開始預購！Namewee's latest music album of 2021 [Ghosician] will be officially released in November, and Pre-order has starts now! https://bit.ly/3BM4IIe

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志 #動態歌詞 #LyricVersion",5779,112,35,12,5,21,2
655,"靚字 😃

筆寫老占爺
@lojamyeah",8404,152,36,22,34,3,0
656,"KPKB Part9! 這個月真的好難寫。發生的事情太多了，真的是多事之“秋”。😒
感謝大家的投稿！歡迎大家繼續投稿，我們下個月見。

#韓劇魷魚遊戲爆火
#中國無限期限電
#禁止香港加油
#鋼琴家嫖娼被消失
#新加坡疫情大爆發
#YouTuber大麻煩
#DeepFake換臉A片觸法
#脫口秀炎上之亂
#台中立委被成功罷免
#大馬貨運業51土著股權爭議
#穆斯林變性人逃亡澳洲
#吉蘭丹禁女性穿緊身衣
#Timah威士忌惹宗教爭議
#玻璃心各國發燒六天破千萬

-

數位音樂下載 Online Music Download【KPKB - 2021 Part 9】：https://lnk.to/KPKBpart9

【KPKB - 2021 Part 1】Youtube高清版: https://youtu.be/mMcWcH5gmjc
【KPKB - 2021 Part 2】Youtube高清版: https://youtu.be/GM3ueqKg4i8
【KPKB - 2021 Part 3】Youtube高清版: https://youtu.be/egPAcBDaAy4
【KPKB - 2021 Part 4】Youtube高清版: https://youtu.be/BAQg9EpgbIw
【KPKB - 2021 Part 5】Youtube高清版: https://youtu.be/J9Jf3x-3Evw
【KPKB - 2021 Part 6】Youtube高清版: https://youtu.be/vhKRf3oUp6I
【KPKB - 2021 Part 7】Youtube高清版: https://youtu.be/raXFoVCRPxU
【KPKB - 2021 Part 8】Youtube高清版: https://youtu.be/6V96bBbRpUc
【KPKB - 2021 Part 9】Youtube高清版: https://youtu.be/x723JNb5DpI
【KPKB - 2021 Part 10】Youtube高清版: https://youtu.be/yECpDvzFZuM

-
KPKB 2021 Part 9 啊來!
Hello Everybody
準備KPKB
又有人出代誌 又在放臭屁 PKHKC
Hello Are You Ready
又要KPKB
啊 爽啊 來啊 來啊Kick
啊 林北來送你上Trending

祖國說境外勢力要對抗（操!）
斷電不爽就自己挖煤礦（牛逼!）
去到深圳南（吓!） 好撚多規則（屌!）
講聲加油 仲敏感過 𢆡頭大髀內側

鋼琴家練指法(Yeah)
只是鬆一下就被抓去關 (No)
想要過個Customs去芽籠叫雞販
不如躺在家 看歐巴舔餅乾（喇～）

台灣YouTube網紅大麻煩
AV看膩不夠爽 變臉換一換
被揭瘡疤 哭哭
炎上 脫口來回嗆
就像藍綠攻防戰
罷免3Q very Much

壞人不捉捉阿瓜
人才全部Lari Australia
喝杯威士忌 法蒂瑪pun 賭懶
歡迎光臨吉蘭丹 包到像肉粽

Hello Everybody
準備KPKB
We are One Family
不要49還是51(Satu Malaysia)

小心Little Pink (Pinky)
玻璃心碎滿地
啊 歐美紐澳新馬港台都在Trending啊
就是要來看你森七七

-

欲購買黃明志周邊產品及專輯請至官網
Purchase Namewee's Music Album & Merchandises Please log in https://namewee4896.com

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#黃明志 #Namewee #KPKB #Part9",6693,100,33,1468,14,5,4
657,"回顧上個月，真的太乳滑了..😅 盡情期待今晚六點最新一期的KPKB！
Stay tuned for KPKB Part9 tonight 6pm 😎
https://youtu.be/6V96bBbRpUc

數位音樂下載 Online Music Download【KPKB - 2021 Part 9】：https://lnk.to/KPKBpart9

【KPKB - 2021 Part 1】Youtube高清版: https://youtu.be/mMcWcH5gmjc
【KPKB - 2021 Part 2】Youtube高清版: https://youtu.be/GM3ueqKg4i8
【KPKB - 2021 Part 3】Youtube高清版: https://youtu.be/egPAcBDaAy4
【KPKB - 2021 Part 4】Youtube高清版: https://youtu.be/BAQg9EpgbIw
【KPKB - 2021 Part 5】Youtube高清版: https://youtu.be/J9Jf3x-3Evw
【KPKB - 2021 Part 6】Youtube高清版: https://youtu.be/vhKRf3oUp6I
【KPKB - 2021 Part 7】Youtube高清版: https://youtu.be/raXFoVCRPxU
【KPKB - 2021 Part 8】Youtube高清版: https://youtu.be/6V96bBbRpUc

數位音樂下載 Online Music Download【KPKB - 2021 Part 8】：https://lnk.to/KPKBpart8

-

黃明志2021最新實體專輯【鬼才做音樂】11月正式發行，今天開始預購！Namewee's latest music album of 2021 [Ghosician] will be officially released in November, and Pre-order has starts now! https://bit.ly/3BM4IIe

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志 #KPKB",11136,101,38,1360,19,0,9
658,"Namewee 黃明志

【鬼才做音樂】專輯宣傳正式開跑
。接下來的一個月，我會到處去上
很多節目和訪問... 所以接下來的一個月大家會在不同
的媒體和報道上一直不斷地看到我
帥帥的臉。希望不會煩到大家🤓

Ghost + Musician = GHOSICIAN！
鬼, 才做音樂；鬼才, 做音樂。
黃明志第九張創作專輯將在今年1
1月在全台發行。現在已經可以開
始網購。
Time flies... This is Namewee's 9th music album... 😱 https://bit.ly/
3BM4IIe",16488,220,98,146,13,1,3
659,"這是我看過所有對【玻璃心】歌詞賞析裡面分析的最好，最正確的一個。終於找到真正懂我知音人了！很感動。
https://youtu.be/QvqNNVEdJIE

-

《玻璃心 Fragile》Youtube 高清版MV：https://bit.ly/30GjD9j

The Making Of《玻璃心 Fragile》幕後花絮 Youtube高清版 : https://youtu.be/TTd7M9QjM3M

《玻璃心 Fragile》影片分析 Youtube 高清版 : https://youtu.be/oX3D9HTc7I8

《玻璃心 Fragile》數位音樂下載 Online Music Download：https://lnk.to/fragilepink

《玻璃心 Fragile》動態歌詞版 Youtube高清版 : https://youtu.be/835J6hwj_S8

《玻璃心 Fragile》Shorts 高清版：https://youtu.be/PdoGtBQFtbg

《玻璃心 Fragile》幕後花絮 Shorts 高清版：https://youtu.be/lFghyBIjsO0

-

黃明志2021最新實體專輯【鬼才做音樂】11月正式發行，今天開始預購！Namewee's latest music album of 2021 [Ghosician] will be officially released in November, and Pre-order has starts now! https://bit.ly/3BM4IIe

Namewee 黃明志 Telegram Channel :
https://t.me/nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://www.facebook.com/namewee/

Namewee YouTube Channel Link:
http://www.youtube.com/namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志 #陳芳語 #KimberleyChen #玻璃心 #Fragile",5422,83,15,892,6,0,4
660,今天看到有新聞拿我來和周杰倫比較，這種新聞根本就是寫來害我被罵的。拜託請問周董怎麼跟我比？我去年才剛拿到“馬來西亞十大傑出青年”，這個獎他一輩子都不可能拿到... 😎 🤟,37562,285,130,30092,134,11,19
661,"Namewee 黃明志

Ghost + Musician = GHOSICIAN！
鬼, 才做音樂；鬼才, 做音樂。
黃明志第九張創作專輯將在今年1
1月在全台發行。現在已經可以開
始網購。
Time flies... This is Namewee's 9th music album...

黃明志2021最新實體專輯【鬼
才做音樂】11月正式發行，今天
開始預購！Namewee's latest music album of 2021 [Ghosician] will be officially released in November, and Pre-order has starts now! https://bit.ly/
3BM4IIe

-

Namewee 黃明志 Telegram Channel :
https://t.me/
nameweeofficial

Namewee 黃明志 Official Facebook Fan Page:
https://
www.facebook.com
/namewee/

Namewee YouTube Channel Link:
http://
www.youtube.com/
namewee/

Namewee Twitter Channel:
@NameweeO

#Namewee #黃明志 #鬼才做音樂",3576,52,16,17,4,0,3
