,page,id,text,like,love,care,haha,wow,sad,angry
30,tsaiingwen,10157851030531065,"台北萬華社宅動工！全國戶數加速中！

今天台北市萬華的社宅開工動土，這是 #中央直接興建 的社宅，我要感謝 內政部 、 國家住宅及都市更新中心 的大力推動，以及台北市政府的行政協助。

到了年末的時刻，我也要向大家報告社宅政策的進度：

🔺中央、地方通力合作，全國已經累積54,313戶（包含既有、新完工、興建中及已決標待開工）
🔺中央直接興建的社宅，累積共16,782戶

執政五年來，我們的社宅戶數會持續增加，內政部和住都中心，更建置好流暢的 #社宅推動產線，加速社會住宅戶數的增加，減輕年輕人的負擔。

今天萬華社宅的動工，代表中央對各地方的社宅需求，一定不會缺席，我也期盼各地方政府都能一起給予支持，回應國人對社宅的期待。",13956,176,178,81,5,9,101
31,tsaiingwen,10157849733176065,"公投結束了，今天我也特別感謝縣市首長、黨部同仁以及全台黨公職的努力。從我們確定要全面展開社會溝通以來，這短短五十多天內，「團結」兩個字，就是民進黨最好的寫照。

這段時間以來，我們一再對外強調，公投沒有誰輸誰贏的問題。所以，我們不會把公投的結果，當作是民進黨的勝利。

不過，四個案子都守下了，確實讓我們的施政方向能夠延續，也讓朝野各界，以及國際社會，都能清楚看見台灣的民意。

我也要謝謝每一位站出來的支持者，不論是身在南部、北部、中部、東部，還是離島，謝謝大家一起守住了台灣穩健前進的機會。

此外，有關近期新竹縣市合併的討論，大家都有很多看法。我也想跟大家說明幾項原則：

1️⃣現在，六都人口占全國人口的七成。而非直轄市的16個縣市，只占其餘人口三成。這不但對於地方治理效率是一個挑戰，更形成資源與地位不對等的現象。

台灣要走進全球競爭格局，也要讓台灣的每一個區域治理，都有面對全球競爭的能力。因此縣市的整併，牽涉地方政府的治理規模，這已經是必須要處理的課題。

2️⃣基於國際經貿戰略的長遠布局，以及在全球供應鏈重組的當下，台灣要掌握住關鍵契機。新竹縣市作為台灣的科技重鎮，我認為，新竹縣市合併升格，提升地方政府的治理規模，強化台灣關鍵產業的發展量能，這是一個迫切的議題。

3️⃣提升地方政府治理規模，要各項條件成熟、符合人民共識。但地方治理規模的調整，無法一步到位，因此，我們也會持續落實「縣市平權」，對地方財政進行公平的資源分配。

我們一定會以財務上的各種方式，包括專案計畫性補助、對地方建設的實際投入等，盡量縮小直轄市與非直轄市間的差距。資源只會多、不會少；建設只會多、不會少。

對於這個議題，我知道社會各界希望有進一步的討論，但考量時間，我認為先讓相關法案儘速通過，並持續透過大家的建議跟想法，更周全的面對當前地方自治的課題，解決各縣市地位與資源不對等的現況。

我希望大家一起支持修法，我們一起來努力！",39338,341,446,381,85,63,1177
32,tsaiingwen,10157848175146065,"布局全球！新竹帶領台灣半導體打世界盃！

新竹是台灣半導體產業的重要核心，今天陽明交通大學 #產學創新研究學院 成立，這是台灣第一所以 #產學共創 模式成立的研究學院，將為台灣半導體產業的發展超前部署。

自從美中貿易衝突以來，再加上疫情的影響，全球供應鏈出現很大的變化。台灣靠著高科技產業，尤其是半導體晶片的技術，成為國際注目的焦點，連帶著 #新竹 也成為全球供應鏈中，令人矚目的關鍵戰略產業城市。

現在，全球半導體產業競爭激烈，台灣若要繼續維持國際領先的地位，#培養下個世代的高科技人才，就是我們現階段最重要的投資。

除了鬆綁法規，讓大學引進產業界的資源，我們在新竹成立產學創新研究學院，將投入前瞻技術研究，加速頂尖人才的培育，也提升產業研發的量能。

今天還有七家企業代表也在現場，大家都很期待這座新學院，讓產學合作更緊密。期待未來，我們一起布局國際、一起打半導體及高科技產業的世界盃！",33541,339,334,52,12,10,125
33,tsaiingwen,10157847848356065,"今天是冬至，祝大家健康平安！

冬至到了，大家也有吃湯圓嗎？最近天氣越來越冷，提醒大家出門注意保暖，維持身體健康。

在年末的時刻，我要特別感謝大家，這一年團結防疫，守護台灣。我也要特別提醒，還沒有接種第二劑疫苗的朋友，請別忘了盡快預約。現在第三劑疫苗加強針也已經開打，如果你符合資格，可以趕快來接種，保護自己的健康，就是守護大家。

#團結防疫守台灣",19443,395,106,28,7,6,77
34,tsaiingwen,10157846941351065,"今天我來到花蓮拜會證嚴法師，也特別感謝慈濟基金會與鴻海/永齡基金會、台積電共同捐贈BNT疫苗，協助全體國人來防疫。

當台灣面對疫情等各種挑戰，民間組織站出來，與政府一起努力，這對國家是很重要的穩定力量，也是台灣人的福氣。再次感謝所有協助防疫的民間力量。

目前國際疫情仍然嚴峻，我們的疫苗覆蓋率第一劑即將來到80%，第二劑也突破65%。現在，我們要繼續拚第三劑，12月24日星期五，將開放18歲以上民眾，#追加施打第三劑疫苗，請大家注意相關資訊，持續為防疫來努力。

#團結防疫守台灣",22752,351,125,36,16,5,79
35,tsaiingwen,10157656548231065,"蔡英文 Tsai Ing-wen

一起來接種疫苗吧！我們每一個人
，都能對台灣的防疫有貢獻！

➡️衛生福利部 特效框連結：https://bit.ly/
3grvux1

#團結防疫守台灣",70,1,0,9,0,0,2
36,tsaiingwen,10157467478656065,"蔡英文 Tsai Ing-wen

#團結防疫守台灣",0,0,0,0,0,0,0
37,tsaiingwen,10157845478011065,"恭喜 戴資穎/ Tai Tzu Ying 獲得羽球世錦賽銀牌！

就如東京奧運的表現，小戴的拚搏精神，再次讓我們印象深刻，在羽球世錦賽準決賽中的超強反手拍，更讓世界驚豔！讓世界看見 #台灣！

恭喜小戴突破個人世錦賽最佳成績，這也是台灣睽違10年後的羽球世錦賽單打銀牌，謝謝小戴！讓我們一起為她喝采！

照片提供：羽球協會",90684,1392,384,25,12,10,37
38,tsaiingwen,10157844037706065,"今天的公投順利的舉行，謝謝所有辛苦的選務人員，也謝謝所有參與公投的台灣人民，無論你投的是「同意」或者是「不同意」，都是公民意志的展現。

正如我所說的，公投沒有誰輸誰贏的問題，只有國家未來要怎麼走的問題。這次公投的過程，傳達出四個明確的訊息：

第一，台灣人民希望走向世界，願意積極參與國際。

第二，台灣人民支持能源轉型、期待穩定供電，並且維持經濟成長的動能。

第三，台灣人民重視生態環保，希望經濟和環保能夠達成雙贏。

第四，台灣人民期待公共政策能夠資訊透明、被理性討論。

我們也看見，這次公投，也傳達一些對政府施政的不同意見。

民主本來就會對政府的施政有不同的想法，政策的規劃，也應該要聽取不同的意見。穩健執政是我們一貫的原則；各種想法，我們都會適當地納入政策評估與規劃當中。藻礁保育、食安把關，我們也絕對不會打折扣。

我要特別謝謝賴清德副總統、行政院 蘇貞昌 院長、 柯建銘 總召、立法院黨團，以及所有執政團隊的同仁。這幾個月來，透過一場又一場的說明會，讓大家了解我們施政的方向，爭取台灣人民支持我們的主張。

這是一個能夠堅守執政價值，也願意和人民溝通的團隊，我們會繼續攜手，為台灣打拚下去。

我要謝謝許多的公民團體，儘管一開始大家對政策有不同的意見，但終究能夠透過溝通討論，找到共識、找到對國家發展最好的方案，也一起證明了，我們的民主，是奠基在一個成熟的公民社會之上。

這一次的公投說明及辯論，有許多專家及學者的協助，讓我們很多專業的問題，可以更清楚的向社會說明，我要謝謝他們。

這一次的公投，再一次見證了，透過民主機制，不同的意見，可以互相溝通說服；人民的意志，也可以凝聚出價值的選擇。相信當每一次台灣面臨挑戰時，民主都會是我們最堅強的後盾。

我們的眼前，還有很多的挑戰，我們會繼續努力，回報台灣人民的期待。再一次謝謝所有的台灣人民參與了這次的公投，執政團隊會秉持著人民的託付，繼續全力以赴，讓台灣一天比一天更好。",136525,2600,1160,175,30,30,381
39,tsaiingwen,1836713003383096,大家晚安！我和 賴清德 副總統正在總統府內，針對「110年全國性公民投票」發表談話。歡迎大家一起加入直播！,22893,4050,314,83,23,28,195
40,tsaiingwen,10157843889616065,大家晚安！稍後七點半，我將和 賴清德 副總統在總統府內，針對「110年全國性公民投票」發表談話。歡迎大家一起加入直播！,31572,816,328,52,7,11,150
41,tsaiingwen,10157843618136065,"大家都出門投公投了嗎？

我們「#一路陪你不同意」直播到投票結束！

今天就是公投投票日，從現在開始到16：00，我們的黨公職與大家在線上連線，提醒大家一定要記得去投票，也帶大家直擊各地投票氣氛。

🔺提醒各位，投票時記得要攜帶印章、身分證和投票通知單，蓋下「四個不同意」票唷！",4319,81,61,13,1,1,120
42,tsaiingwen,10157843461246065,"現在就出門投票！

就在剛剛，我已經完成投票！

請大家也要記得盡快完成投票，投下 #四個不同意，我們一起用投票守護台灣未來的穩健發展！！

#台灣隊友站出來
#台灣隊投票回報
#四個不同意台灣更有力",74525,1044,664,107,15,10,248
43,tsaiingwen,10157843403056065,"如果你身邊還有對這四項公投猶豫的朋友，請大家在投票前，給我最後五分鐘，聽聽我的說明。

這四案公投，都是影響國家未來的重大政策，我待會會去投票所投票，請大家也一定要出門投票！

拜託大家，幫我轉傳影片，分享給你還在猶豫的親友們，一起投下 #四個不同意，讓台灣更有力！

#台灣隊站出來",19438,216,239,44,3,5,149
44,tsaiingwen,10157842842226065,"這段時間，我一直在思考，要在公投前的最後一晚說什麼，才能讓更多人了解公投，並支持我們的主張。

我想，作為總統，「充分溝通、誠心說服」仍然是爭取人民認同最好的方法。所以，我選擇再講一次「四個不同意」的理由，並動筆一字一句寫下來。我想告訴大家，這就是我對公投最真實的想法，也是我心裡想對每一位台灣人民說的話。

最後一次，我想請大家一起來了解，為什麼「四個不同意」，可以讓台灣的國際經貿布局、能源安全、以及民主深化更有力。請大家跟我一起走，我們一起讓台灣更有力、讓台灣走出去。

以下是演講全文：

剛才，我上來之前，我也跟大家一起，看了羅景壬導演「站上你家的頂樓」那支影片，我的感觸很深。

裡頭的畫面，真的是歷歷在目。因為那是從2012年到現在的一支影片，已經九年過去了，當年的首投族，現在都已經29歲了。

九年來，大家陪著我一起努力、一起打拚，大家還記得2012年選完的時候，我們說我們還有「最後一哩路」。

我們走完了最後一哩路，2016年我當選總統，我們帶領這個國家，到現在，我們已經帶領台灣，走了很遠了。

我要問在場的好朋友，我想請問一下，2020年投票給我的，可以舉手一下嗎？謝謝你們。那2016年也投給我的，也舉手看看好嗎？下面這題比較困難一點，2012年投票給我的，請舉手好嗎？

太了不起了，你們支持我這麼多年，這麼多次的選舉，不離不棄，真的非常感謝你。

我要謝謝各位「台灣隊友」的支持，你們的支持，我一天都不敢忘記。

今天在這裡，我們不是來為自己歡呼喝采的，我們也不是來這裡批評對手、互相取暖的。我們來這裡，是因為我們要團結努力，台灣隊要站出來守住台灣防線。

這一段時間以來，為了宣傳「四個不同意」的理由，我看到台灣公民社會的成熟。

公投的四個議題，都牽涉很複雜的政策：能源轉型該怎麼做？經濟和環保怎麼樣能夠雙贏？台灣的國際經貿布局下一步是什麼？我們以公投來決定重大政策能不能更理性？

我們的黨公職、我們的支持者，或者覺得自己對台灣未來有責任的年輕人，都站出來，把公投為什麼要「四個不同意」，用最淺白的語言、最容易理解的方式，來說服更多台灣人民，爭取更多支持。

所以我要在這裡，再一次謝謝在這段期間站出來的所有朋友。剛剛我們也聽了分享街講心情的年輕人的報告，還有我們現場辦了一場又一場說明會的黨公職、幹部，謝謝你們，謝謝你們讓台灣的民主繼續往前走。

在這裡，我要再問大家一個問題，明天12月18日，我們就要投票了，大家準備好了嗎？大家決定了嗎？你的決定是什麼？

對，就是「四個不同意，台灣更有力」。

接下來，我要講的，是要對那些還沒有打定主意，還在猶疑的朋友，我要再一次的說明，希望能爭取你們的支持。我也希望在場所有的好朋友，今天在線上收看的好朋友，在聽完我今天講的，我們也可以走出去，找到那個還沒有打定主意的朋友、親戚、鄰居，再一次的說服他們。

這些還沒有做決定、還在猶疑的人，很可能是因為他們對特定價值的堅持。也許他們「珍愛藻礁」，重視生態保育，可是我也要請你們理解，政府並沒有只因為要發展經濟，就不顧生態環境。

#不同意停建三接
我們把三接的開發面積縮小九成、把工業港往外推。我們展現溝通的誠意，讓許多當初對三接有疑慮的公民團體，現在能夠支持我們不同意「停建三接」的主張。

我們這些朋友，他們理解，現階段的三接方案，#是能兼顧生態保育，#又能夠減少南電北送、降低中南部的空污。同時，在再生能源尚在發展階段的時刻，三接能確保供電穩定、支撐經濟發展。這是一個雙贏方案。我們要謝謝我們的行政團隊提出這個方案，也要謝謝這些環保團體朋友，願意和我們溝通，跟我們一起說服社會大眾。

因此，如果你現在還在猶疑、還有保留，我要請你為了國家整體的未來，為了經濟，為了我們能夠順利完成能源轉型，#在停建三接這一題投下不同意。

接下來，我要向對於核電有期待的朋友說幾句話。

或許你認為核電是一個能源選項，我尊重你的看法。但我也請你聽聽我想告訴你的話。

#不同意重啟核四
核四絕對不是選項，重啟核四，更不是我們走向能源轉型，走向未來安全、潔淨、可靠、合乎成本效益的供電選項。

#核四廠座落在地震斷層帶上，一旦發生意外將是災難，從車諾比到福島，我們都見證了災害對於家園永久性的毀滅。

核四機組老舊，供應商不復存在，重啟核四將耗費鉅資及十年以上的時間；而這些時間與金錢的資源，我們可以用在具有未來性的能源開發上。技術每天都在進步，#我們應該投資未來，而不是回到過去。

另外，核四廠及核廢料的處理，經費龐大，社會成本也難以承受。#沒有任何一個縣市願意接受核廢料的儲存，這對土地狹小的台灣，是難上加難。

因此，無論你支持核電，還是反對核電，重啟核四都不應該是選項。這一題，我要拜託大家，投下不同意。

#不同意公投綁大選
公投綁大選這一題，也要拜託大家慎思。我知道提案方的主張，認為公投綁大選可以省下時間和金錢。

但是2018年的經驗告訴我們，長長的投票隊伍，不會省下大家的時間。對於那些需要工作或其他原因，沒有辦法排長長隊伍等待的人，則是變相剝奪他們的投票權利。邊投票邊開票，也會影響到選舉的公平。

我要提醒大家，正是因為這次公投和大選分開。今天，我才能在公投前的最後一場說明會，依然在這裡，一字一句，跟大家解釋、講道理，說服更多人來支持「四個不同意」。

如果這一次是合併選舉，無論是地方首長選舉、還是總統加國會的選舉，激烈的選情、對人對黨的喜歡與不喜歡，一定會影響我們對事情的判斷。

所以，我們讓公投歸公投、選舉歸選舉，#我們的責任是讓台灣民主更優質，讓公民手上的每一張公投票，都是經過完整思辨過程，才決定如何行使的關鍵一票。

因此，為了台灣的民主發展，讓攸關國家重大議題的投票，不要被選舉綁架。公投綁大選這一票，我要請求大家投下不同意。

#不同意反美豬進口
這次公投最具挑戰性的議題，就是美豬進口的議題，我知道很多人擔心食安、擔心萊劑的使用會影響健康。這是一個科學的問題。科學上，專家告訴我們只要符合國際標準，就不會威脅到健康。而九年前開放美牛的經驗，證明符合標準且經過政府把關的牛肉，並沒有造成食安的問題。牛肉是如此，豬肉也會是如此。

但是有些家長仍然擔心自己的子女，這也在所難免。因此，學校裡供應的午餐，將以國產豬肉供應。更何況，開放進口，並不等於消費者的選擇受到限制，消費者仍然能夠自由地選擇，自己喜歡的豬肉產品。

民進黨在2012年在野的時候，曾經擔心過萊劑使用的問題；但在國際組織CODEX宣布相關的國際標準之後，我們那時候的黨主席，蘇院長也宣布，我們也接受了國際標準。

經過九年的美牛進口的驗證，我們認為食安的風險，透過國際標準、透過政府把關，這個風險是可以掌握的。也因此，我們決心進一步的開放美豬，為了解決長久以來台灣跟美國貿易上的困難，為下一階段台灣跟美國的貿易關係打下基礎。

我也要告訴大家，因為我們進一步開放美豬進口，今年美國宣布重啟TIFA，這是台灣跟美國貿易諮商對話的最重要平台。

有了這個平台，#台美才有機會共同討論雙邊經貿議題，為走向一個更自由化的雙邊貿易做好準備。當條件成熟的時候，我們也希望能夠跟美國簽署自由貿易協定。

同樣的道理，#我們也希望加入CPTPP這個高標準的自由貿易協定。很多CPTPP的會員國，都表示歡迎台灣，但他們期待台灣能拿出決心，克服困難，打開市場，遵守國際規則。因此，他們也都在看我們，如何解決美豬這個困難的貿易問題。

無論是台美FTA還是CPTPP，這都是台灣要擺脫被孤立的重要布局。#美豬進口就是關鍵中的關鍵。

台灣固然有半導體及電子產業在國際上占有一席之地；但我們仍然有很多產品，尤其是傳統產業的出口，仍受到關稅、非關稅障礙的阻礙。#我們勢必要透過雙邊或區域的自由貿易協定，為這些產業打開國際市場。

走出去，與世界接軌，為產業爭取更多的機會，我們走的路，比其他國家更艱難、更坎坷。這是因為我們有一個鄰居，正用盡全力要阻止台灣走向世界，但是為了台灣的生存發展，我們一定走出去。

身為總統，我想請求台灣人民，理解國家的處境，以及我們生存發展的必要，支持政府的立場，#讓國際社會看到台灣的決心，也更願意來幫助台灣克服中國的政治干擾，走向世界。

因此，反對美豬進口這一題，是重中之重，我希望大家能夠支持，投下不同意。

今天晚上，我談了很多，我知道這些話，對很多熱情的支持者，像是各位，過去幾個月來，已經聽了無數次，聽到大概都會背了。但是我還是要一遍一遍，重複的講，多一個人的支持，我們就多一分力量。

三接、核四、美豬、公投綁大選，這四項公投，都是影響未來國家重大的政策。

台灣能不能持續進步、能不能走向世界，是我們最在意的事情，就看明天這四張公投票大家怎麼投。

請大家跟著我，我們一起走，我們一起讓台灣更有力、讓台灣走出去。

所以，我問各位，決定了嗎？有信心嗎？明天我們要投「四個不同意，台灣更有力」。

最後，我要提醒大家，公投宣傳沒有截止時間，今晚十點活動結束，但我們公投的宣傳不能結束。

拜託大家，一直到明天下午四點投票結束以前，都要繼續拉票、繼續宣傳，說服更多人加入台灣隊，一起投下「四個不同意」。

明天早上早早起、去投票，用我們手上的選票，穩住國家發展的方向、踏穩改革腳步的節奏，一起守住台灣防線，一起讓台灣走向世界。大家加油，台灣加油，謝謝大家。",87920,1264,1333,120,20,17,314
